image,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_y,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0039.JPG,0.7644082,0.24119827,0.771419,0.23374024,0.7634363,0.23046766,0.7874853,0.24377722,0.0,0.0,0.7938449,0.30690873,0.7677965,0.2875505,0.7899074,0.38722858,0.751609,0.3486948,0.7523571,0.38936535,0.37276468,0.37276468,0.772357,0.44192967,0.7528368,0.42816123,0.75913167,0.535904,0.7270049,0.5220331,0.7676401,0.6223247,0.7227256,0.608089
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0040.JPG,0.6661827,0.21964408,0.6729114,0.21331774,0.0,0.0,0.69013196,0.22283237,0.0,0.0,0.70089495,0.2864939,0.66810054,0.2683107,0.7025064,0.36965665,0.65188634,0.33846146,0.6654142,0.39866298,0.3911317,0.3911317,0.6713066,0.42965022,0.6547953,0.41492268,0.63601476,0.5293712,0.64475846,0.5085169,0.63682693,0.62422645,0.67191464,0.60014784
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0041.JPG,0.44520825,0.1872783,0.45402527,0.17907384,0.44289115,0.17474797,0.47318906,0.18974702,0.0,0.0,0.4832867,0.26526573,0.44104156,0.24546322,0.47986516,0.35914204,0.42400038,0.31756753,0.4388136,0.39668164,0.33204746,0.33204746,0.45461228,0.42435306,0.43358526,0.40507722,0.41555113,0.540437,0.427695,0.49064183,0.41257733,0.65783054,0.4704276,0.58510983
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0042.JPG,0.23073445,0.14634955,0.23906475,0.13599591,0.23014799,0.1350045,0.26124343,0.14833099,0.0,0.0,0.27876776,0.22873455,0.24356371,0.22021735,0.28525954,0.33966243,0.2322392,0.3093189,0.25286534,0.41025585,0.36801082,0.36801082,0.26971647,0.40262106,0.24513106,0.3940726,0.24993064,0.5133699,0.21542248,0.5085251,0.2642062,0.6461,0.21926828,0.64175564
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0048.JPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0049.JPG,0.40604058,0.39149433,0.41107228,0.38471276,0.40360454,0.3842142,0.42148256,0.39315575,0.0,0.0,0.43510097,0.44954583,0.39148462,0.44053328,0.42091402,0.51696175,0.36815935,0.48979306,0.3659567,0.48508805,0.46888644,0.46888644,0.41749823,0.5700658,0.38765422,0.5615314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0049.JPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58377475,0.42709488,0.6196529,0.41428065,0.5522642,0.47938892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0058.JPG,0.80363965,0.28267542,0.8070215,0.27298144,0.8024334,0.27494746,0.8205464,0.26834705,0.0,0.0,0.84146374,0.3081723,0.80623245,0.30722827,0.860484,0.36901128,0.78556466,0.35024482,0.847916,0.41213652,0.36647668,0.36647668,0.82813,0.435563,0.8056025,0.43012112,0.81724155,0.5144645,0.78797704,0.5092431,0.81742936,0.59934455,0.7789944,0.5896236
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0059.JPG,0.74776715,0.28688568,0.75098044,0.2754068,0.74378693,0.27868822,0.760095,0.2659401,0.0,0.0,0.7770549,0.31050372,0.73906267,0.30157834,0.7933197,0.3873975,0.7137269,0.34160274,0.76906353,0.44188368,0.36991423,0.36991423,0.76037174,0.43012613,0.741073,0.42123115,0.718809,0.5159604,0.7242537,0.5086839,0.7135298,0.612689,0.735647,0.59996355
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0060.JPG,0.45917228,0.23810609,0.46305245,0.2254185,0.45694908,0.22813335,0.4793458,0.22316898,0.0,0.0,0.50424397,0.28264976,0.4680292,0.273571,0.51661,0.38490364,0.44806996,0.3374414,0.48064288,0.42517585,0.36757067,0.36757067,0.48745242,0.43097878,0.45999834,0.41904953,0.4761325,0.5255219,0.41317922,0.5151412,0.48563156,0.6474114,0.38547802,0.6344789
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0061.JPG,0.3051402,0.21668811,0.30948287,0.20254654,0.0,0.0,0.32880992,0.20530002,0.0,0.0,0.3559242,0.27778506,0.31597462,0.2733775,0.374107,0.38406754,0.2867743,0.3292547,0.34397417,0.43683216,0.34473106,0.34473106,0.3417308,0.44044197,0.31246883,0.43462074,0.34519088,0.5334194,0.2797557,0.5395529,0.3687781,0.64056236,0.26160508,0.64944404
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0061.JPG,0.8027145,0.42881778,0.806254,0.41942918,0.0,0.0,0.81802464,0.42329356,0.0,0.0,0.8185223,0.48059863,0.83521616,0.46953946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0062.JPG,0.39661473,0.41114852,0.40009263,0.39562368,0.0,0.0,0.41946968,0.3931863,0.0,0.0,0.44340554,0.47152722,0.4167877,0.458273,0.43898314,0.5886968,0.39612398,0.5464613,0.38551208,0.5948963,0.56712615,0.56712615,0.41575187,0.68502027,0.3998872,0.66944385,0.37324065,0.825001,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0063.JPG,0.21830803,0.38578638,0.22172709,0.37097177,0.0,0.0,0.24229704,0.3680097,0.0,0.0,0.2761073,0.4432316,0.24164195,0.42959875,0.28948918,0.5671872,0.21999606,0.5073191,0.2418391,0.6195259,0.5067264,0.5067264,0.25894004,0.6394908,0.23749973,0.622532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0064.JPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0065.JPG,0.71539843,0.26301876,0.7188759,0.25539976,0.71031743,0.25533748,0.7219516,0.26204723,0.701069,0.2618883,0.7265195,0.3133907,0.69659126,0.30833018,0.7407004,0.37830517,0.6854824,0.36130357,0.725993,0.41399565,0.39446777,0.39446777,0.70732147,0.43433338,0.6911943,0.42939657,0.668087,0.53039634,0.6802408,0.5263756,0.66604835,0.61200905,0.6950719,0.6096895
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0066.JPG,0.46218854,0.2147189,0.46545812,0.20242678,0.0,0.0,0.48147842,0.20559464,0.0,0.0,0.49619037,0.2580707,0.48402843,0.26037243,0.51441276,0.33597982,0.4793622,0.3359836,0.49993038,0.37695295,0.36574996,0.36574996,0.48265696,0.4070868,0.4698338,0.40588492,0.4834573,0.51764107,0.4357069,0.52731544,0.518063,0.61985064,0.43441927,0.6286969
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0067.JPG,0.17995091,0.17965737,0.18470822,0.16560666,0.17606778,0.16883482,0.19934249,0.16745958,0.0,0.0,0.21875092,0.23508835,0.19271009,0.23540954,0.22828715,0.33669996,0.0,0.0,0.18795547,0.33900425,0.0,0.0,0.2152843,0.39429027,0.19448638,0.3887817,0.20660767,0.52360207,0.1676908,0.5072414,0.24871083,0.64600515,0.18399401,0.6101608
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0069.JPG,0.7908125,0.3577935,0.79743385,0.344497,0.7875599,0.34564948,0.817421,0.337446,0.7907998,0.34012502,0.8391859,0.39516526,0.78826624,0.3862332,0.8517853,0.4717259,0.76290584,0.43755543,0.82015103,0.51345056,0.47678834,0.47678834,0.81278515,0.5673852,0.77972674,0.5548003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:/Folders/Code/Python/app/datasets/Sample/20200709_20200802/sousEnsemble/IMG_0070.JPG,0.69983387,0.37560028,0.7080146,0.3618848,0.6962454,0.3612126,0.7302449,0.3569078,0.0,0.0,0.75115395,0.42486387,0.6975136,0.40484,0.7579237,0.5291941,0.6729614,0.47233364,0.72077996,0.5987447,0.52089125,0.52089125,0.7192585,0.597952,0.68497217,0.57832426,0.6935604,0.6973491,0.6595221,0.6709681,0.0,0.0,0.0,0.0
